UPM;NVIVI;NHOGA;ANIO;AREA;DPTOV;ESTGEO;P1100;P1101_1;P1101_2;P1101_3;P1101_4;P1101_5;P1101_6;P1101_7;P1101_8;P1101_9;P1101_10;P1101_99;P1102;P1103;P1104_1;P1104_2;P1104_3;P1104_4;P1104_5;P1104_6;P1104_7;P1104_8;P1104_9;P1104_10;P1104_11;P1104_99;P1105;P1106_1;P1106_2;P1106_3;P1106_4;P1106_5;P1106_6;P1106_7;P1106_8;P1106_9;P1106_10;P1106_11;P1106_12;P1106_13;P1106_14;P1106_15;P1106_16;P1106_17;P1106_99;P1107A;P1107B;P1108;P1109_1;P1109_2;P1109_3;P1109_4;P1109_5;P1109_6;P1109_7;P1109_8;P1109_9;P1109_10;P1109_11;P1109_12;P1109_13;P1109_99;P1110;P1111_1;P1111_2;P1111_3;P1111_4;P1111_5;P1111_9;P1112_1;P1112_2;P1112_3;P1112_4;P1112_5;P1112_6;P1112_7;P1112_9;P1113_1;P1113_2;P1113_3;P1113_4;P1113_5;P1113_6;P1113_7;P1113_8;P1113_9;P1114_1;P1114_2;P1114_3;P1114_4;P1114_5;P1114_6;P1114_7;P1114_8;P1114_9;P1114_10;P1114_11;P1114_12;P1114_99;P1115;P1116;P1117;P1118;P1119_1;P1119_2;P1119_3;P1119_4;P1119_5;P1119_6;P1119_7;P1119_8;P1119_9;P1119_10;P1119_11;P1119_12;P1119_99;P1120A;P1120B;P1120C;P1120D;P1120E;P1120F;P1121;P1122;FEX_MUJER
15208;8;1;2021;6;9;3;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;7; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15; ; ; ;6;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ; ; ;6; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;357
15208;12;1;2021;6;9;3;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1169
15208;18;1;2021;6;9;3;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;913
15208;19;1;2021;6;9;3;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;357
15208;25;1;2021;6;9;3;6; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ;6;7; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;16; ; ;6;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ;9; ; ; ; ;6; ;1;5; ; ; ; ; ; ; ; ; ;10; ; ; ;3;3;3;3;3;3;1;4;348
15208;27;1;2021;6;9;3;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;459
15208;32;1;2021;6;9;3;6; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ;10; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;16; ; ;6;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ; ;6; ;1;5;1; ; ; ; ; ; ; ; ; ; ; ; ;3;3;3;3;2;3;1;3;256
15208;36;1;2021;6;9;3;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;304
15241;8;1;2021;1;9;2;6; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ;10; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;16; ; ;6;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ; ;6; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;811
15241;9;1;2021;1;9;2;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;439
15241;11;1;2021;1;9;2;1; ; ; ; ; ; ; ; ;9; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ; ;6; ; ; ;4; ;6; ; ; ; ; ; ; ; ; ; ; ; ;1;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ;6; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;534
15241;12;1;2021;1;9;2;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;311
15241;14;1;2021;1;9;2;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;420
15241;40;1;2021;1;9;2;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;420
15241;41;1;2021;1;9;2;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;267
15241;46;1;2021;1;9;2;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1149
15360;10;1;2021;6;9;3;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;936
15360;16;1;2021;6;9;3;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;4; ;6;7;8; ; ; ; ;1; ; ; ;4; ; ; ; ; ; ; ; ; ;14;15; ; ; ;1;6;1;1; ;3;4; ; ; ; ; ; ;11;12; ; ;1;1; ;3; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;509
15360;17;1;2021;6;9;3;6; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ;10; ; ;6; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ;6;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ;6; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2935
15360;24;1;2021;6;9;3;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1957
15360;26;1;2021;6;9;3;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;387
15360;29;1;2021;6;9;3;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;387
15360;34;1;2021;6;9;3;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;7; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ;10; ; ;13;14;15; ; ; ;6;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;9; ; ; ; ;6; ;1;3; ; ;3;4; ; ; ; ; ; ; ; ; ;2;1;1;1;1;2;1;3;557
15360;46;1;2021;6;9;3;9; ; ; ; ; ; ; ; ; ; ;99;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;573
15373;15;1;2021;1;9;2;6; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ;7; ; ; ;11; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ; ;6; ;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ;1;1;3;3;3;1;1;4;408
15373;18;1;2021;1;9;2;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;273
15373;25;1;2021;1;9;2;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1224
15373;33;1;2021;1;9;2;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;408
15373;35;1;2021;1;9;2;6; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ;7; ;9; ; ; ;6; ; ; ; ; ; ; ; ; ; ;11; ; ; ; ; ; ; ;1;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ; ;6; ;1;4; ; ; ; ; ; ; ; ; ; ; ;12; ;3;3;1;1;1;3;1;3;766
15373;40;1;2021;1;9;2;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;430
15373;41;1;2021;1;9;2;6; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ;10; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;16; ; ;6;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ; ;6; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1594
15373;48;1;2021;1;9;2;6; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ;10; ; ;6; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ;6;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ;11; ; ;6; ;1;5; ; ; ; ; ; ; ; ; ;10; ; ; ;3;3;3;3;3;3;1;2;318
15422;5;1;2021;6;9;3;6; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ;7; ; ; ; ; ;6; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ;6;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ;11; ; ;6; ;1;5; ; ; ; ; ; ; ; ; ;10; ; ; ;3;3;3;3;3;3;1;3;668
15422;6;1;2021;6;9;3;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;743
15422;12;1;2021;6;9;3;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;8;9; ; ; ;1;1; ; ; ; ;6; ; ; ; ; ; ;13; ;15; ; ; ;1;6;1;1; ;3; ; ; ; ; ; ; ; ; ; ; ;1;1;2; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;1;2; ; ; ; ; ; ; ; ; ; ;11; ; ;3;3;3;2;2;3;1;3;365
15422;14;1;2021;6;9;3;6; ; ; ; ; ; ; ; ; ; ; ;6; ; ;2; ; ; ; ;7; ;9; ; ; ;6; ; ; ;4; ;6; ; ; ; ; ; ; ; ; ; ; ; ;1;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1115
15422;15;1;2021;6;9;3;6; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ;6;7; ;9; ; ; ;1; ; ; ; ; ;6; ; ; ; ; ; ; ; ;15; ; ; ;1;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ; ;6; ;1;3; ; ; ;4; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1;1;252
15422;16;1;2021;6;9;3;6; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ;10; ; ;6; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ;6;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ; ;6; ;1;5; ; ; ; ; ; ; ; ; ;10; ; ; ;3;3;3;3;3;3;6; ;1115
15422;24;1;2021;6;9;3;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;376
15422;28;1;2021;6;9;3;6; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ;10; ; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ;6; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;668
15422;29;1;2021;6;9;3;6; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;4;5;6; ; ;9; ; ; ;6;1; ; ; ; ; ; ; ; ; ;11; ; ; ; ; ; ; ;1;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ;6; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;731
15422;30;1;2021;6;9;3;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;743
15609;5;1;2021;6;9;3;6; ; ; ; ; ; ; ; ; ; ; ;6; ; ;2; ; ; ;6;7;8; ; ; ; ;1; ; ; ; ; ;6; ; ; ; ;11; ; ; ;15; ; ; ;1;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ;1;6;1;4; ;2;3; ; ; ; ; ; ; ; ; ; ;3;3;3;3;3;3;1;1;485
15609;7;1;2021;6;9;3;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;331
15609;9;1;2021;6;9;3;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;333
15609;10;1;2021;6;9;3;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;661
15609;11;1;2021;6;9;3;6; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ;10; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;16; ; ;6;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ;6; ;1;5; ; ; ; ; ; ; ; ; ;10; ; ; ;2;2;2;2;3;3;1;4;218
15609;14;1;2021;6;9;3;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;333
15609;15;1;2021;6;9;3;6; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;219
