UPM;NVIVI;NHOGA;ANIO;AREA;DPTOV;ESTGEO;P801;P802;P803;P804;FEX_MUJER
10042;21;1;2021;6;5;3;3;3;3;3;926
10042;31;1;2021;6;5;3;3;3;1;3;463
10042;37;1;2021;6;5;3;3;3;3;3;463
10042;42;1;2021;6;5;3;3;3;3;3;313
10219;4;1;2021;6;6;3;3;3;1;3;663
10219;9;1;2021;6;6;3;3;3;1;3;606
10219;13;1;2021;6;6;3;3;3;3;3;846
10219;15;1;2021;6;6;3;3;3;2;1;544
10219;18;1;2021;6;6;3;1;1;1;1;1691
10219;26;1;2021;6;6;3;3;1;3;1;3248
10361;4;1;2021;6;6;3;3;1;3;3;314
10361;5;1;2021;6;6;3;3;3;3;3;293
10361;6;1;2021;6;6;3;3;3;3;3;225
10361;7;1;2021;6;6;3;3;3;3;3;302
10361;8;1;2021;6;6;3;3;1;1;1;293
10361;10;1;2021;6;6;3;3;3;3;3;314
10361;11;1;2021;6;6;3;3;3;1;3;268
10361;13;1;2021;6;6;3;3;1;3;3;268
10361;14;1;2021;6;6;3;3;3;3;3;298
10361;15;1;2021;6;6;3;3;3;1;3;302
10390;3;1;2021;6;6;3;1;3;2;2;304
10390;7;1;2021;6;6;3;3;3;3;3;311
10390;8;1;2021;6;6;3;2;2;1;1;204
10390;13;1;2021;6;6;3;3;3;1;3;295
10390;14;1;2021;6;6;3;3;3;3;3;911
10390;19;1;2021;6;6;3;3;3;1;3;334
10390;23;1;2021;6;6;3;3;3;1;3;407
10390;25;1;2021;6;6;3;1;1;1;1;204
10390;27;1;2021;6;6;3;3;1;1;1;227
10390;29;1;2021;6;6;3;3;3;1;3;205
10466;2;1;2021;1;6;2;3;3;1;1;983
10466;3;1;2021;1;6;2;2;2;2;2;863
10466;18;1;2021;1;6;2;3;3;3;3;981
10466;26;1;2021;1;6;2;3;3;1;1;1045
10466;28;1;2021;1;6;2;3;3;1;3;1114
10466;39;1;2021;1;6;2;3;3;1;1;1021
10466;56;1;2021;1;6;2;3;3;3;3;1021
10466;61;1;2021;1;6;2;3;1;3;1;2090
10648;6;1;2021;6;6;3;3;3;3;3;301
10648;8;1;2021;6;6;3;1;1;2;2;457
10648;12;1;2021;6;6;3;3;8;1;1;445
10648;14;1;2021;6;6;3;3;3;3;3;453
10648;21;1;2021;6;6;3;3;3;3;3;457
10648;26;1;2021;6;6;3;3;3;1;3;445
10648;27;1;2021;6;6;3;3;3;1;1;333
10648;28;1;2021;6;6;3;3;3;3;3;364
10648;29;1;2021;6;6;3;3;3;1;3;433
10648;39;1;2021;6;6;3;2;2;2;2;301
10660;5;1;2021;6;6;3;3;3;3;3;495
10660;15;1;2021;6;6;3;3;1;3;1;1670
10660;17;1;2021;6;6;3;1;1;1;1;541
10660;21;1;2021;6;6;3;3;3;1;3;2250
10660;23;1;2021;6;6;3;3;3;2;2;613
10660;26;1;2021;6;6;3;3;3;3;3;1083
10660;27;1;2021;6;6;3;3;3;1;3;557
10660;37;1;2021;6;6;3;2;2;1;1;571
10697;1;1;2021;6;6;3;3;3;1;3;373
10697;4;1;2021;6;6;3;3;1;3;3;240
10697;5;1;2021;6;6;3;3;3;1;1;318
10697;8;1;2021;6;6;3;3;3;1;1;267
10697;20;1;2021;6;6;3;3;1;3;3;242
10697;23;1;2021;6;6;3;3;3;3;3;365
10697;24;1;2021;6;6;3;3;3;1;1;1102
10697;30;1;2021;6;6;3;3;3;1;3;267
10697;31;1;2021;6;6;3;3;3;3;3;240
10697;35;1;2021;6;6;3;3;3;3;3;318
10830;10;1;2021;1;6;2;3;1;3;3;781
10830;20;1;2021;1;6;2;8;3;3;3;1169
10830;28;1;2021;1;6;2;3;3;3;3;735
10830;30;1;2021;1;6;2;3;3;3;3;1839
10830;36;1;2021;1;6;2;3;3;3;3;645
10830;45;1;2021;1;6;2;3;1;1;1;763
10830;47;1;2021;1;6;2;3;3;3;3;2290
10830;59;1;2021;1;6;2;3;3;3;3;1720
10896;1;1;2021;6;6;3;3;3;3;3;1041
10896;3;1;2021;6;6;3;3;3;3;3;1614
10896;8;1;2021;6;6;3;1;1;1;3;637
10896;24;1;2021;6;6;3;1;1;2;2;492
10896;26;1;2021;6;6;3;3;3;3;3;353
10896;29;1;2021;6;6;3;8;2;3;3;460
10896;30;1;2021;6;6;3;3;3;3;3;468
10896;32;1;2021;6;6;3;3;1;1;1;420
10896;42;1;2021;6;6;3;3;3;3;3;420
10896;49;1;2021;6;6;3;1;1;1;1;420
10976;1;1;2021;6;6;3;3;3;3;3;342
10976;4;1;2021;6;6;3;3;3;1;3;395
10976;9;1;2021;6;6;3;3;3;3;3;783
10976;10;1;2021;6;6;3;8;3;1;3;258
10976;11;1;2021;6;6;3;3;3;3;3;287
10976;15;1;2021;6;6;3;3;3;3;3;260
10976;27;1;2021;6;6;3;3;3;3;3;374
10976;33;1;2021;6;6;3;3;3;3;3;287
10976;34;1;2021;6;6;3;3;3;3;3;342
10976;36;1;2021;6;6;3;3;3;3;3;314
11033;8;1;2021;1;7;2;3;3;1;3;1183
11033;11;1;2021;1;7;2;1;1;1;8;1204
11033;13;1;2021;1;7;2;3;3;1;1;631
11033;14;1;2021;1;7;2;3;3;3;2;578
11033;23;1;2021;1;7;2;3;3;3;3;557
11033;27;1;2021;1;7;2;3;3;1;1;651
11033;40;1;2021;1;7;2;8;1;1;1;557
11033;52;1;2021;1;7;2;3;1;3;3;1734
11131;1;1;2021;1;7;2;1;3;1;3;455
11131;10;1;2021;1;7;2;3;2;1;1;455
11131;14;1;2021;1;7;2;3;3;3;3;1190
11131;15;1;2021;1;7;2;2;2;1;3;435
11131;16;1;2021;1;7;2;3;3;1;3;1364
11131;22;1;2021;1;7;2;3;3;3;3;404
11131;29;1;2021;1;7;2;3;3;3;3;435
11131;32;1;2021;1;7;2;3;3;3;3;413
11197;9;1;2021;1;7;2;3;1;1;3;1279
11197;11;1;2021;1;7;2;3;3;3;3;1022
11197;12;1;2021;1;7;2;3;1;3;1;1332
11197;16;1;2021;1;7;2;3;3;1;3;1231
11197;20;1;2021;1;7;2;3;1;3;3;2161
11270;4;1;2021;1;7;2;3;3;3;3;867
11270;8;1;2021;1;7;2;3;3;3;3;672
11270;23;1;2021;1;7;2;1;1;1;1;635
11270;47;1;2021;1;7;2;3;3;3;3;545
11270;48;1;2021;1;7;2;2;2;3;2;765
11270;51;1;2021;1;7;2;3;1;1;1;2873
11270;62;1;2021;1;7;2;1;2;3;1;857
11338;3;1;2021;1;7;2;3;1;1;3;466
11338;5;1;2021;1;7;2;3;3;1;3;185
11338;7;1;2021;1;7;2;2;2;1;2;166
11338;9;1;2021;1;7;2;3;3;1;1;273
11338;19;1;2021;1;7;2;2;2;1;1;233
11338;32;1;2021;1;7;2;3;1;3;3;264
11338;35;1;2021;1;7;2;1;2;1;2;193
11338;37;1;2021;1;7;2;3;1;3;3;233
11338;40;1;2021;1;7;2;3;2;1;1;292
11338;43;1;2021;1;7;2;3;1;1;1;273
11370;1;1;2021;1;7;2;3;3;3;3;484
11370;6;1;2021;1;7;2;1;1;3;1;522
11370;11;1;2021;1;7;2;3;3;1;3;545
11370;20;1;2021;1;7;2;3;3;3;3;409
11370;21;1;2021;1;7;2;1;1;2;3;528
11370;25;1;2021;1;7;2;3;3;1;3;484
11370;26;1;2021;1;7;2;3;3;3;3;1397
11370;35;1;2021;1;7;2;2;1;1;2;818
11370;37;1;2021;1;7;2;3;3;2;2;1043
11517;5;1;2021;6;7;3;3;3;3;3;735
11517;6;1;2021;6;7;3;2;2;2;2;735
11517;10;1;2021;6;7;3;3;3;1;3;1665
11517;25;1;2021;6;7;3;1;1;3;3;862
11517;31;1;2021;6;7;3;3;3;3;3;1637
11517;42;1;2021;6;7;3;3;3;3;3;1110
11517;46;1;2021;6;7;3;3;3;1;3;1698
11591;5;1;2021;6;7;3;3;1;1;3;412
11591;12;1;2021;6;7;3;3;1;1;3;504
11591;18;1;2021;6;7;3;2;2;2;2;1026
11591;19;1;2021;6;7;3;3;2;1;2;490
11591;20;1;2021;6;7;3;3;3;3;3;448
11591;21;1;2021;6;7;3;2;2;2;1;504
11591;25;1;2021;6;7;3;3;1;1;1;504
11591;28;1;2021;6;7;3;2;2;2;1;490
11644;3;1;2021;1;7;2;3;1;1;1;1624
11644;8;1;2021;1;7;2;3;1;1;1;1624
11644;10;1;2021;1;7;2;3;3;3;3;726
11644;21;1;2021;1;7;2;1;1;1;1;759
11644;28;1;2021;1;7;2;3;2;1;3;1379
11644;46;1;2021;1;7;2;3;3;1;3;1403
11644;55;1;2021;1;7;2;3;3;3;3;1847
11644;62;1;2021;1;7;2;3;3;3;3;2695
11712;1;1;2021;1;7;2;3;1;3;3;999
11712;13;1;2021;1;7;2;3;3;3;3;962
11712;14;1;2021;1;7;2;3;3;1;3;4815
11712;31;1;2021;1;7;2;3;1;1;1;2180
11712;43;1;2021;1;7;2;3;3;3;3;960
11712;62;1;2021;1;7;2;3;1;3;3;685
11771;3;1;2021;6;7;3;3;3;3;3;397
11771;5;1;2021;6;7;3;2;3;2;2;785
11771;6;1;2021;6;7;3;3;3;3;3;772
11771;9;1;2021;6;7;3;3;1;3;3;397
11771;13;1;2021;6;7;3;3;3;1;3;386
11771;19;1;2021;6;7;3;1;1;3;3;808
11771;23;1;2021;6;7;3;1;3;3;3;393
11771;24;1;2021;6;7;3;1;1;1;1;393
11771;31;1;2021;6;7;3;3;1;1;3;705
11867;5;1;2021;6;7;3;3;1;1;1;318
11867;6;1;2021;6;7;3;3;3;1;3;399
11867;7;1;2021;6;7;3;3;3;1;3;346
11867;10;1;2021;6;7;3;3;1;1;1;385
11867;13;1;2021;6;7;3;3;1;1;1;263
11867;15;1;2021;6;7;3;3;3;1;3;692
11867;16;1;2021;6;7;3;3;3;1;3;390
11867;17;1;2021;6;7;3;3;3;1;3;379
11867;24;1;2021;6;7;3;3;1;3;3;379
11867;35;1;2021;6;7;3;3;3;3;3;318
11997;2;1;2021;1;7;2;3;3;1;3;457
11997;3;1;2021;1;7;2;3;8;1;3;1484
11997;6;1;2021;1;7;2;3;3;1;3;759
11997;8;1;2021;1;7;2;3;2;1;2;512
11997;21;1;2021;1;7;2;1;1;3;3;950
11997;23;1;2021;1;7;2;3;1;3;1;535
11997;30;1;2021;1;7;2;3;1;1;3;1024
11997;34;1;2021;1;7;2;3;1;3;3;457
11997;37;1;2021;1;7;2;1;3;3;1;572
11997;41;1;2021;1;7;2;3;3;3;3;1145
12008;1;1;2021;6;7;3;1;3;1;1;594
12008;7;1;2021;6;7;3;3;2;1;1;768
12008;11;1;2021;6;7;3;3;3;1;3;382
12008;18;1;2021;6;7;3;8;8;1;3;507
12008;25;1;2021;6;7;3;3;1;1;3;594
12008;29;1;2021;6;7;3;3;3;3;3;555
12008;44;1;2021;6;7;3;2;2;2;2;594
12008;47;1;2021;6;7;3;1;3;3;3;382
12149;4;1;2021;6;7;3;3;1;2;2;435
12149;10;1;2021;6;7;3;3;3;3;3;217
12149;11;1;2021;6;7;3;3;3;3;3;299
12149;12;1;2021;6;7;3;3;1;3;1;259
12149;15;1;2021;6;7;3;3;1;1;3;296
12149;18;1;2021;6;7;3;3;3;3;3;299
12149;21;1;2021;6;7;3;3;3;3;3;864
12149;23;1;2021;6;7;3;3;3;3;3;435
12149;24;1;2021;6;7;3;3;3;1;1;299
12149;30;1;2021;6;7;3;3;1;1;3;283
12223;12;1;2021;1;7;2;3;3;3;3;994
12223;14;1;2021;1;7;2;3;3;3;3;388
12223;16;1;2021;1;7;2;3;3;1;3;547
12223;23;1;2021;1;7;2;3;3;1;3;530
12223;35;1;2021;1;7;2;3;3;3;3;821
12223;39;1;2021;1;7;2;3;3;1;3;372
12223;47;1;2021;1;7;2;2;2;1;2;486
12223;52;1;2021;1;7;2;3;3;3;3;1517
12223;62;1;2021;1;7;2;3;3;3;3;1170
12223;69;1;2021;1;7;2;2;2;3;1;486
12318;12;1;2021;6;7;3;3;3;3;3;460
12318;15;1;2021;6;7;3;3;3;3;3;460
12318;23;1;2021;6;7;3;3;2;1;3;503
12318;27;1;2021;6;7;3;3;3;1;1;518
12318;29;1;2021;6;7;3;3;3;3;3;531
12318;33;1;2021;6;7;3;3;3;3;3;460
12318;39;1;2021;6;7;3;3;1;1;1;884
12318;47;1;2021;6;7;3;3;1;1;1;386
12318;49;1;2021;6;7;3;3;1;2;2;386
12396;1;1;2021;6;7;3;3;3;3;3;261
12396;2;1;2021;6;7;3;1;2;3;3;263
12396;4;1;2021;6;7;3;3;1;1;3;399
12396;7;1;2021;6;7;3;3;3;3;3;379
12396;14;1;2021;6;7;3;3;3;3;1;771
12396;21;1;2021;6;7;3;3;3;1;3;318
12396;27;1;2021;6;7;3;3;3;1;1;771
12396;32;1;2021;6;7;3;3;8;1;3;261
12396;33;1;2021;6;7;3;3;3;3;3;318
12396;34;1;2021;6;7;3;3;3;1;3;346
12518;3;1;2021;1;7;2;3;3;3;3;1858
12518;5;1;2021;1;7;2;3;1;3;3;5604
12518;33;1;2021;1;7;2;3;3;1;3;2620
12518;56;1;2021;1;7;2;3;1;3;3;2239
12538;3;1;2021;6;7;3;2;2;1;1;706
12538;12;1;2021;6;7;3;3;3;1;3;2359
12538;22;1;2021;6;7;3;3;3;3;1;537
12538;25;1;2021;6;7;3;3;3;3;3;795
12538;27;1;2021;6;7;3;3;3;1;3;809
12538;41;1;2021;6;7;3;3;3;1;1;1573
12624;5;1;2021;1;7;2;3;3;3;3;624
12624;7;1;2021;1;7;2;3;3;3;3;527
12624;14;1;2021;1;7;2;3;3;3;3;997
12624;15;1;2021;1;7;2;3;2;1;1;1055
12624;17;1;2021;1;7;2;1;1;3;3;600
12624;29;1;2021;1;7;2;3;3;3;3;673
12624;37;1;2021;1;7;2;2;2;3;3;1202
12723;4;1;2021;6;7;3;3;3;3;3;374
12723;6;1;2021;6;7;3;3;8;2;3;383
12723;7;1;2021;6;7;3;3;8;2;3;251
12723;8;1;2021;6;7;3;3;3;3;3;251
12723;11;1;2021;6;7;3;3;3;1;3;374
12723;14;2;2021;6;7;3;8;8;3;1;363
12723;21;1;2021;6;7;3;1;1;3;3;370
12723;24;1;2021;6;7;3;3;3;1;3;332
12723;25;1;2021;6;7;3;3;3;1;3;279
12723;31;1;2021;6;7;3;3;3;3;3;779
12755;7;1;2021;1;7;2;3;3;1;1;677
12755;13;1;2021;1;7;2;3;3;3;3;579
12755;22;1;2021;1;7;2;3;1;3;1;1252
12755;28;1;2021;1;7;2;1;8;1;3;412
12755;32;1;2021;1;7;2;3;3;3;3;648
12755;39;1;2021;1;7;2;3;2;1;2;579
12755;47;1;2021;1;7;2;1;1;3;1;615
12755;58;1;2021;1;7;2;3;3;3;1;824
12868;3;1;2021;6;7;3;3;3;3;3;210
12868;5;1;2021;6;7;3;3;3;1;3;210
12868;7;1;2021;6;7;3;1;1;1;1;307
12868;13;1;2021;6;7;3;3;3;3;3;311
12868;16;1;2021;6;7;3;3;3;1;3;307
12868;17;1;2021;6;7;3;2;2;2;2;316
12868;19;1;2021;6;7;3;3;3;1;1;208
12868;27;1;2021;6;7;3;3;3;1;1;232
12868;30;1;2021;6;7;3;3;3;3;3;302
12868;32;1;2021;6;7;3;3;3;1;3;342
12969;3;1;2021;6;7;3;2;2;2;2;262
12969;7;1;2021;6;7;3;3;3;1;3;300
12969;8;1;2021;6;7;3;3;1;1;1;308
12969;9;1;2021;6;7;3;3;1;1;1;308
12969;10;1;2021;6;7;3;3;1;2;2;441
12969;15;1;2021;6;7;3;3;1;1;1;262
12969;21;1;2021;6;7;3;3;3;1;1;262
12969;24;1;2021;6;7;3;3;1;3;3;441
12969;29;1;2021;6;7;3;3;3;2;3;295
12969;30;1;2021;6;7;3;3;2;3;3;287
13020;6;1;2021;6;7;3;2;2;2;2;323
13020;13;1;2021;6;7;3;3;3;3;3;271
13020;16;1;2021;6;7;3;2;2;1;3;370
13020;18;1;2021;6;7;3;1;2;1;1;364
13020;26;1;2021;6;7;3;3;1;1;3;379
13020;27;1;2021;6;7;3;3;3;1;3;354
13020;28;1;2021;6;7;3;3;3;3;8;246
13020;31;1;2021;6;7;3;3;3;3;3;594
13020;32;1;2021;6;7;3;3;3;3;3;364
13174;10;1;2021;6;7;3;3;3;1;1;2684
13174;11;1;2021;6;7;3;3;3;3;3;1342
13174;17;1;2021;6;7;3;3;3;3;3;1413
13174;30;1;2021;6;7;3;3;3;1;1;1413
13174;42;1;2021;6;7;3;1;1;1;3;1342
13174;51;1;2021;6;7;3;1;1;1;1;1342
13174;64;1;2021;6;7;3;3;3;1;1;1357
13183;6;1;2021;6;7;3;3;3;9;9;894
13183;11;1;2021;6;7;3;3;1;1;1;651
13183;17;1;2021;6;7;3;3;1;1;1;1489
13183;18;1;2021;6;7;3;3;1;1;3;325
13183;20;1;2021;6;7;3;3;3;3;3;356
13183;23;1;2021;6;7;3;3;3;3;3;1302
13183;26;1;2021;6;7;3;3;3;3;3;387
13183;34;1;2021;6;7;3;3;3;3;3;447
13183;35;1;2021;6;7;3;3;1;1;3;387
13183;37;1;2021;6;7;3;3;1;1;1;744
13293;6;1;2021;1;7;2;3;3;1;3;900
13293;13;1;2021;1;7;2;3;1;3;3;450
13293;14;1;2021;1;7;2;2;2;2;2;450
13293;23;1;2021;1;7;2;3;3;3;3;542
13293;24;1;2021;1;7;2;1;1;1;1;542
13293;25;1;2021;1;7;2;3;3;1;3;469
13293;26;1;2021;1;7;2;2;2;2;2;450
13293;27;1;2021;1;7;2;3;3;2;1;542
13293;39;1;2021;1;7;2;1;2;1;1;469
13397;2;1;2021;6;7;3;3;3;3;3;333
13397;4;1;2021;6;7;3;3;3;1;3;333
13397;8;1;2021;6;7;3;3;1;1;1;465
13397;24;1;2021;6;7;3;3;3;3;3;465
13397;25;1;2021;6;7;3;3;3;3;1;364
13397;27;1;2021;6;7;3;3;1;1;1;458
13480;2;1;2021;6;7;3;3;1;1;1;579
13480;4;1;2021;6;7;3;3;3;3;3;375
13480;5;1;2021;6;7;3;3;3;3;3;541
13480;11;1;2021;6;7;3;3;3;3;3;570
13480;14;1;2021;6;7;3;3;1;1;3;550
13480;22;1;2021;6;7;3;3;1;1;1;570
13480;25;1;2021;6;7;3;3;3;3;3;550
13480;31;1;2021;6;7;3;3;3;1;3;373
13618;2;1;2021;6;7;3;3;3;3;3;453
13618;5;1;2021;6;7;3;3;3;3;3;330
13618;6;1;2021;6;7;3;3;3;3;3;460
13618;9;1;2021;6;7;3;3;3;3;3;595
13618;10;1;2021;6;7;3;3;1;3;3;393
13618;11;1;2021;6;7;3;3;1;1;1;442
13618;13;1;2021;6;7;3;3;3;1;3;460
13618;26;1;2021;6;7;3;3;3;1;3;298
13618;27;1;2021;6;7;3;3;1;3;1;453
13627;15;1;2021;1;7;2;2;2;1;1;654
13627;20;1;2021;1;7;2;2;2;2;2;1292
13627;21;1;2021;1;7;2;3;3;3;3;1873
13627;24;1;2021;1;7;2;3;1;3;1;675
13627;28;1;2021;1;7;2;2;2;1;2;599
13627;39;1;2021;1;7;2;3;3;3;3;459
13627;40;1;2021;1;7;2;3;2;2;2;646
13627;50;1;2021;1;7;2;3;3;3;3;2167
13627;64;1;2021;1;7;2;3;3;3;3;624
13627;68;1;2021;1;7;2;3;3;1;1;479
13696;3;1;2021;6;7;3;3;3;3;3;405
13696;4;1;2021;6;7;3;3;3;3;3;351
13696;10;1;2021;6;7;3;3;3;1;3;405
13696;12;1;2021;6;7;3;3;3;1;3;295
13696;14;1;2021;6;7;3;2;2;3;3;674
13696;17;1;2021;6;7;3;3;3;3;3;265
13696;22;1;2021;6;7;3;3;1;2;2;322
13696;29;1;2021;6;7;3;3;3;1;3;411
13696;30;1;2021;6;7;3;3;1;1;1;295
13696;32;1;2021;6;7;3;1;1;3;3;265
13767;5;1;2021;1;8;2;3;1;1;1;554
13767;6;1;2021;1;8;2;2;2;1;3;668
13767;9;1;2021;1;8;2;3;3;1;3;597
13767;16;1;2021;1;8;2;3;1;3;3;624
13767;30;1;2021;1;8;2;3;3;3;3;443
13767;36;1;2021;1;8;2;3;3;1;3;2003
13767;41;1;2021;1;8;2;3;3;1;3;1195
13767;55;1;2021;1;8;2;3;3;3;3;2003
13866;24;1;2021;1;8;2;2;2;1;1;1490
13866;25;1;2021;1;8;2;3;1;1;1;1689
13866;32;1;2021;1;8;2;3;1;1;1;1744
13866;38;1;2021;1;8;2;1;2;3;3;1548
13866;56;1;2021;1;8;2;3;3;3;3;3096
13896;2;1;2021;6;8;3;3;3;1;3;338
13896;3;1;2021;6;8;3;3;3;1;3;1014
13896;4;1;2021;6;8;3;3;3;3;3;303
13896;8;1;2021;6;8;3;2;2;2;2;350
13896;10;1;2021;6;8;3;1;1;1;1;350
13896;13;1;2021;6;8;3;3;3;3;3;664
13896;20;1;2021;6;8;3;3;3;3;3;350
13896;29;1;2021;6;8;3;3;3;3;3;356
13896;33;1;2021;6;8;3;2;2;3;3;1043
13896;35;1;2021;6;8;3;2;2;1;1;338
13897;4;1;2021;1;8;2;3;3;3;3;1182
13897;5;1;2021;1;8;2;2;2;1;1;572
13897;13;1;2021;1;8;2;3;3;1;3;1773
13897;41;1;2021;1;8;2;3;3;3;3;419
13897;45;1;2021;1;8;2;3;3;1;3;504
13897;48;1;2021;1;8;2;3;3;3;3;505
13897;50;1;2021;1;8;2;1;1;3;3;419
13897;58;1;2021;1;8;2;3;1;1;1;419
14086;2;1;2021;6;8;3;3;8;3;3;546
14086;7;1;2021;6;8;3;3;3;3;3;805
14086;15;1;2021;6;8;3;3;1;3;1;2170
14086;24;1;2021;6;8;3;3;3;1;3;835
14086;29;1;2021;6;8;3;3;1;1;3;1390
14086;30;1;2021;6;8;3;3;3;3;3;608
14179;12;1;2021;1;8;2;3;3;1;3;433
14179;14;1;2021;1;8;2;3;3;3;3;444
14179;16;1;2021;1;8;2;3;1;3;3;488
14179;18;1;2021;1;8;2;3;3;1;3;976
14179;35;1;2021;1;8;2;3;3;1;1;903
14179;37;1;2021;1;8;2;3;1;2;2;488
14179;38;1;2021;1;8;2;3;1;3;1;1249
14179;49;1;2021;1;8;2;3;1;1;1;433
14269;1;1;2021;6;8;3;3;3;1;3;353
14269;7;1;2021;6;8;3;3;8;1;3;233
14269;8;1;2021;6;8;3;3;1;3;1;337
14269;9;1;2021;6;8;3;1;2;3;1;337
14269;16;1;2021;6;8;3;3;3;3;3;308
14269;23;1;2021;6;8;3;3;3;1;3;337
14269;27;1;2021;6;8;3;3;3;1;1;308
14269;28;1;2021;6;8;3;3;2;2;2;337
14269;29;1;2021;6;8;3;1;2;3;3;935
14388;4;1;2021;1;9;2;3;1;3;3;735
14388;13;1;2021;1;9;2;1;2;1;1;406
14388;14;1;2021;1;9;2;3;3;3;3;701
14388;23;1;2021;1;9;2;3;3;3;3;1138
14388;26;1;2021;1;9;2;3;3;3;3;647
14388;30;1;2021;1;9;2;3;1;1;3;1052
14388;37;1;2021;1;9;2;3;3;3;3;972
14388;42;1;2021;1;9;2;3;3;3;3;323
14388;49;1;2021;1;9;2;3;3;1;1;673
14474;1;1;2021;1;9;2;3;3;3;3;496
14474;2;1;2021;1;9;2;3;3;3;3;465
14474;6;1;2021;1;9;2;3;3;1;3;182
14474;10;1;2021;1;9;2;3;3;3;3;219
14474;19;1;2021;1;9;2;3;3;3;3;156
14474;22;1;2021;1;9;2;3;3;3;3;768
14474;24;1;2021;1;9;2;3;3;3;3;248
14474;28;1;2021;1;9;2;3;3;3;3;256
14474;34;1;2021;1;9;2;3;3;1;3;245
14474;48;1;2021;1;9;2;3;3;3;3;233
14495;3;1;2021;6;9;3;3;3;3;3;272
14495;7;1;2021;6;9;3;3;3;3;3;549
14495;8;1;2021;6;9;3;1;1;3;3;847
14495;15;1;2021;6;9;3;3;3;3;3;303
14495;23;1;2021;6;9;3;3;3;3;3;417
14495;25;1;2021;6;9;3;3;3;3;3;423
14495;31;1;2021;6;9;3;3;3;3;3;1608
14495;38;1;2021;6;9;3;3;3;3;3;395
14495;39;1;2021;6;9;3;3;3;3;3;423
14628;2;1;2021;6;9;3;3;3;3;3;253
14628;4;1;2021;6;9;3;3;3;3;3;367
14628;6;1;2021;6;9;3;3;3;1;1;416
14628;8;1;2021;6;9;3;3;3;1;3;384
14628;23;1;2021;6;9;3;3;1;3;3;253
14628;24;1;2021;6;9;3;3;3;3;1;747
14628;26;1;2021;6;9;3;3;3;1;3;564
14628;30;1;2021;6;9;3;3;1;3;1;336
14628;32;1;2021;6;9;3;3;3;3;3;282
14628;34;1;2021;6;9;3;3;3;3;3;255
14666;7;1;2021;1;9;2;3;3;3;3;1040
14666;14;1;2021;1;9;2;3;3;3;3;1191
14666;20;1;2021;1;9;2;3;3;3;3;849
14666;27;1;2021;1;9;2;1;2;3;1;397
14666;29;1;2021;1;9;2;1;3;3;3;1699
14666;30;1;2021;1;9;2;3;3;3;3;1191
14666;35;1;2021;1;9;2;3;3;3;3;734
14745;5;1;2021;6;9;3;3;3;1;1;961
14745;10;1;2021;6;9;3;3;3;3;3;467
14745;14;1;2021;6;9;3;3;1;1;1;359
14745;15;1;2021;6;9;3;3;3;3;3;359
14745;16;1;2021;6;9;3;3;3;1;1;467
14745;17;1;2021;6;9;3;3;3;3;3;978
14745;20;1;2021;6;9;3;3;1;1;1;475
14745;24;1;2021;6;9;3;3;3;8;1;359
14920;4;1;2021;6;9;3;3;3;3;3;515
14920;5;1;2021;6;9;3;2;2;1;1;384
14920;8;1;2021;6;9;3;3;3;3;3;258
14920;18;1;2021;6;9;3;3;8;3;3;341
14920;20;1;2021;6;9;3;3;3;3;3;259
14920;27;1;2021;6;9;3;3;3;3;3;384
14920;30;1;2021;6;9;3;3;3;3;3;768
14920;34;1;2021;6;9;3;3;3;3;3;1494
14920;35;1;2021;6;9;3;3;3;3;3;519
14920;44;1;2021;6;9;3;3;3;3;3;380
14995;13;1;2021;1;9;2;3;1;3;1;692
14995;16;1;2021;1;9;2;3;1;1;1;719
14995;32;1;2021;1;9;2;3;1;1;3;1215
14995;34;1;2021;1;9;2;3;1;1;1;368
14995;35;1;2021;1;9;2;3;3;1;3;368
14995;38;1;2021;1;9;2;3;3;3;3;785
14995;39;1;2021;1;9;2;3;3;3;1;345
14995;45;1;2021;1;9;2;3;1;1;1;1438
14995;59;1;2021;1;9;2;2;1;2;2;304
15012;5;1;2021;6;9;3;3;3;3;3;2030
15012;9;1;2021;6;9;3;3;3;3;3;1973
15012;11;1;2021;6;9;3;3;3;1;3;3011
15012;13;1;2021;6;9;3;3;3;3;3;1057
15012;20;1;2021;6;9;3;3;3;3;3;828
15012;22;1;2021;6;9;3;3;3;3;3;1041
15208;3;1;2021;6;9;3;3;3;2;2;348
15208;6;1;2021;6;9;3;3;3;1;3;713
15208;8;1;2021;6;9;3;3;1;1;1;357
15208;12;1;2021;6;9;3;3;3;3;3;1169
15208;18;1;2021;6;9;3;3;3;3;3;913
15208;19;1;2021;6;9;3;3;3;3;1;357
15208;25;1;2021;6;9;3;3;1;3;3;348
15208;27;1;2021;6;9;3;3;3;3;3;459
15208;32;1;2021;6;9;3;1;2;1;1;256
15208;36;1;2021;6;9;3;3;3;1;3;304
15241;8;1;2021;1;9;2;3;3;1;3;811
15241;9;1;2021;1;9;2;3;3;3;3;439
15241;11;1;2021;1;9;2;3;8;3;3;534
15241;12;1;2021;1;9;2;3;3;3;3;311
15241;14;1;2021;1;9;2;3;3;3;3;420
15241;40;1;2021;1;9;2;3;3;3;3;420
15241;41;1;2021;1;9;2;3;3;1;3;267
15241;46;1;2021;1;9;2;3;3;3;3;1149
15360;10;1;2021;6;9;3;3;1;1;1;936
15360;16;1;2021;6;9;3;3;3;3;3;509
15360;17;1;2021;6;9;3;3;3;3;1;2935
