UPM;NVIVI;NHOGA;ANIO;AREA;DPTOV;ESTGEO;P501;P502L;P503;P504L;P505;SELEC_AUX;FEX_MUJER
10042;31;1;2021;6;5;3;1;1;1; ; ;1;463
10042;37;1;2021;6;5;3;1;2;1; ; ;2;463
10042;42;1;2021;6;5;3;1;1;1; ; ;1;313
10219;4;1;2021;6;6;3;1;2;1; ; ;2;663
10219;9;1;2021;6;6;3;1;2;1; ; ;2;606
10219;13;1;2021;6;6;3;1;2;1; ; ;2;846
10219;15;1;2021;6;6;3;1;2;1; ; ;2;544
10219;18;1;2021;6;6;3;2;3;1; ; ;3;1691
10219;26;1;2021;6;6;3;4;7;1; ; ;7;3248
10361;4;1;2021;6;6;3;1;2;1; ; ;2;314
10361;5;1;2021;6;6;3;1;2;1; ; ;2;293
10361;6;1;2021;6;6;3;1;2;1; ; ;2;225
10361;7;1;2021;6;6;3;1;2;1; ; ;2;302
10361;8;1;2021;6;6;3;1;2;1; ; ;2;293
10361;10;1;2021;6;6;3;1;2;1; ; ;2;314
10361;11;1;2021;6;6;3;1;2;1; ; ;2;268
10361;13;1;2021;6;6;3;1;2;1; ; ;2;268
10361;14;1;2021;6;6;3;1;2;1; ; ;2;298
10361;15;1;2021;6;6;3;1;2;1; ; ;2;302
10390;3;1;2021;6;6;3;1;1;1; ; ;1;304
10390;7;1;2021;6;6;3;1;2;1; ; ;2;311
10390;8;1;2021;6;6;3;1;2;1; ; ;2;204
10390;13;1;2021;6;6;3;1;2;1; ; ;2;295
10390;14;1;2021;6;6;3;3;5;1; ; ;5;911
10390;19;1;2021;6;6;3;1;1;1; ; ;1;334
10390;23;1;2021;6;6;3;2;1;1; ; ;1;407
10390;25;1;2021;6;6;3;1;1;1; ; ;1;204
10390;27;1;2021;6;6;3;1;2;1; ; ;2;227
10390;29;1;2021;6;6;3;1;2;1; ; ;2;205
10466;2;1;2021;1;6;2;1;2;1; ; ;2;983
10466;3;1;2021;1;6;2;1;2;1; ; ;2;863
10466;18;1;2021;1;6;2;1;1;1; ; ;1;981
10466;26;1;2021;1;6;2;1;1;1; ; ;1;1045
10466;28;1;2021;1;6;2;1;2;1; ; ;2;1114
10466;39;1;2021;1;6;2;1;1;1; ; ;1;1021
10466;56;1;2021;1;6;2;1;2;1; ; ;2;1021
10466;61;1;2021;1;6;2;2;1;1; ; ;1;2090
10648;6;1;2021;6;6;3;1;2;1; ; ;2;301
10648;8;1;2021;6;6;3;1;2;1; ; ;2;457
10648;12;1;2021;6;6;3;1;2;1; ; ;2;445
10648;14;1;2021;6;6;3;1;2;1; ; ;2;453
10648;21;1;2021;6;6;3;1;2;1; ; ;2;457
10648;26;1;2021;6;6;3;1;2;1; ; ;2;445
10648;27;1;2021;6;6;3;1;1;1; ; ;1;333
10648;28;1;2021;6;6;3;1;2;1; ; ;2;364
10648;29;1;2021;6;6;3;1;1;1; ; ;1;433
10648;39;1;2021;6;6;3;1;2;1; ; ;2;301
10660;5;1;2021;6;6;3;1;1;1; ; ;1;495
10660;15;1;2021;6;6;3;3;3;1; ; ;3;1670
10660;17;1;2021;6;6;3;1;2;1; ; ;2;541
10660;21;1;2021;6;6;3;3;1;1; ; ;1;2250
10660;23;1;2021;6;6;3;1;2;1; ; ;2;613
10660;26;1;2021;6;6;3;2;3;1; ; ;3;1083
10660;27;1;2021;6;6;3;1;2;1; ; ;2;557
10660;37;1;2021;6;6;3;1;2;1; ; ;2;571
10697;1;1;2021;6;6;3;1;1;1; ; ;1;373
10697;4;1;2021;6;6;3;1;2;1; ; ;2;240
10697;5;1;2021;6;6;3;1;1;1; ; ;1;318
10697;8;1;2021;6;6;3;1;2;1; ; ;2;267
10697;20;1;2021;6;6;3;1;1;1; ; ;1;242
10697;23;1;2021;6;6;3;1;1;1; ; ;1;365
10697;24;1;2021;6;6;3;3;2;1; ; ;2;1102
10697;30;1;2021;6;6;3;1;2;1; ; ;2;267
10697;31;1;2021;6;6;3;1;1;1; ; ;1;240
10697;35;1;2021;6;6;3;1;2;1; ; ;2;318
10830;10;1;2021;1;6;2;1;1;1; ; ;1;781
10830;20;1;2021;1;6;2;2;2;1; ; ;2;1169
10830;28;1;2021;1;6;2;1;1;1; ; ;1;735
10830;30;1;2021;1;6;2;2;3;1; ; ;3;1839
10830;36;1;2021;1;6;2;1;1;1; ; ;1;645
10830;45;1;2021;1;6;2;1;2;1; ; ;2;763
10830;47;1;2021;1;6;2;3;5;1; ; ;5;2290
10830;59;1;2021;1;6;2;2;2;1; ; ;2;1720
10896;1;1;2021;6;6;3;2;1;1; ; ;1;1041
10896;3;1;2021;6;6;3;2;3;1; ; ;3;1614
10896;8;1;2021;6;6;3;1;1;1; ; ;1;637
10896;24;1;2021;6;6;3;1;1;1; ; ;1;492
10896;26;1;2021;6;6;3;1;2;1; ; ;2;353
10896;29;1;2021;6;6;3;1;1;1; ; ;1;460
10896;30;1;2021;6;6;3;1;1;1; ; ;1;468
10896;32;1;2021;6;6;3;1;1;1; ; ;1;420
10896;42;1;2021;6;6;3;1;2;1; ; ;2;420
10896;49;1;2021;6;6;3;1;1;1; ; ;1;420
10976;1;1;2021;6;6;3;1;2;1; ; ;2;342
10976;4;1;2021;6;6;3;1;1;1; ; ;1;395
10976;9;1;2021;6;6;3;2;2;1; ; ;2;783
10976;10;1;2021;6;6;3;1;1;1; ; ;1;258
10976;11;1;2021;6;6;3;1;2;1; ; ;2;287
10976;15;1;2021;6;6;3;1;1;1; ; ;1;260
10976;27;1;2021;6;6;3;1;1;1; ; ;1;374
10976;33;1;2021;6;6;3;1;2;1; ; ;2;287
10976;34;1;2021;6;6;3;1;1;1; ; ;1;342
10976;36;1;2021;6;6;3;1;1;1; ; ;1;314
11033;8;1;2021;1;7;2;2;1;1; ; ;1;1183
11033;11;1;2021;1;7;2;2;3;1; ; ;3;1204
11033;13;1;2021;1;7;2;1;2;1; ; ;2;631
11033;14;1;2021;1;7;2;1;2;1; ; ;2;578
11033;23;1;2021;1;7;2;1;2;1; ; ;2;557
11033;27;1;2021;1;7;2;1;2;1; ; ;2;651
11033;40;1;2021;1;7;2;1;2;1; ; ;2;557
11033;52;1;2021;1;7;2;3;2;1; ; ;2;1734
11131;1;1;2021;1;7;2;1;1;1; ; ;1;455
11131;10;1;2021;1;7;2;1;1;1; ; ;1;455
11131;14;1;2021;1;7;2;1;1;1; ; ;1;1190
11131;15;1;2021;1;7;2;1;2;1; ; ;2;435
11131;16;1;2021;1;7;2;3;5;1; ; ;5;1364
11131;22;1;2021;1;7;2;1;1;1; ; ;1;404
11131;29;1;2021;1;7;2;1;2;1; ; ;2;435
11131;32;1;2021;1;7;2;1;2;1; ; ;2;413
11197;9;1;2021;1;7;2;1;2;1; ; ;2;1279
11197;11;1;2021;1;7;2;1;1;1; ; ;1;1022
11197;12;1;2021;1;7;2;1;1;1; ; ;1;1332
11197;16;1;2021;1;7;2;1;2;1; ; ;2;1231
11197;20;1;2021;1;7;2;2;2;1; ; ;2;2161
11270;4;1;2021;1;7;2;1;2;1; ; ;2;867
11270;8;1;2021;1;7;2;1;1;1; ; ;1;672
11270;23;1;2021;1;7;2;1;1;1; ; ;1;635
11270;47;1;2021;1;7;2;1;1;1; ; ;1;545
11270;48;1;2021;1;7;2;1;1;1; ; ;1;765
11270;51;1;2021;1;7;2;3;2;1; ; ;2;2873
11270;62;1;2021;1;7;2;1;2;1; ; ;2;857
11338;3;1;2021;1;7;2;2;2;1; ; ;2;466
11338;5;1;2021;1;7;2;1;1;1; ; ;1;185
11338;7;1;2021;1;7;2;1;1;1; ; ;1;166
11338;9;1;2021;1;7;2;1;1;1; ; ;1;273
11338;19;1;2021;1;7;2;1;1;1; ; ;1;233
11338;32;1;2021;1;7;2;1;2;1; ; ;2;264
11338;35;1;2021;1;7;2;1;1;1; ; ;1;193
11338;37;1;2021;1;7;2;1;2;1; ; ;2;233
11338;40;1;2021;1;7;2;1;2;1; ; ;2;292
11338;43;1;2021;1;7;2;1;4;1; ; ;4;273
11370;1;1;2021;1;7;2;1;1;1; ; ;1;484
11370;6;1;2021;1;7;2;1;1;1; ; ;1;522
11370;11;1;2021;1;7;2;1;1;1; ; ;1;545
11370;20;1;2021;1;7;2;1;1;1; ; ;1;409
11370;21;1;2021;1;7;2;1;2;1; ; ;2;528
11370;25;1;2021;1;7;2;1;1;1; ; ;1;484
11370;26;1;2021;1;7;2;3;4;1; ; ;4;1397
11370;35;1;2021;1;7;2;2;1;1; ; ;1;818
11370;37;1;2021;1;7;2;2;1;1; ; ;1;1043
11517;5;1;2021;6;7;3;1;1;1; ; ;1;735
11517;6;1;2021;6;7;3;1;2;1; ; ;2;735
11517;10;1;2021;6;7;3;3;1;1; ; ;1;1665
11517;25;1;2021;6;7;3;1;2;1; ; ;2;862
11517;31;1;2021;6;7;3;2;3;1; ; ;3;1637
11517;42;1;2021;6;7;3;2;6;1; ; ;6;1110
11517;46;1;2021;6;7;3;2;2;1; ; ;2;1698
11591;5;1;2021;6;7;3;1;1;1; ; ;1;412
11591;12;1;2021;6;7;3;1;1;1; ; ;1;504
11591;18;1;2021;6;7;3;2;1;1; ; ;1;1026
11591;19;1;2021;6;7;3;1;1;1; ; ;1;490
11591;20;1;2021;6;7;3;1;1;1; ; ;1;448
11591;21;1;2021;6;7;3;1;2;1; ; ;2;504
11591;25;1;2021;6;7;3;1;2;1; ; ;2;504
11591;28;1;2021;6;7;3;1;2;1; ; ;2;490
11644;3;1;2021;1;7;2;2;4;1; ; ;4;1624
11644;8;1;2021;1;7;2;2;3;1; ; ;3;1624
11644;10;1;2021;1;7;2;1;2;1; ; ;2;726
11644;21;1;2021;1;7;2;1;2;1; ; ;2;759
11644;28;1;2021;1;7;2;2;5;3;2;1;2;1379
11644;46;1;2021;1;7;2;2;3;1; ; ;3;1403
11644;55;1;2021;1;7;2;4;2;1; ; ;2;1847
11644;62;1;2021;1;7;2;4;3;1; ; ;3;2695
11712;1;1;2021;1;7;2;1;2;1; ; ;2;999
11712;13;1;2021;1;7;2;1;1;1; ; ;1;962
11712;14;1;2021;1;7;2;4;8;1; ; ;8;4815
11712;31;1;2021;1;7;2;2;2;1; ; ;2;2180
11712;43;1;2021;1;7;2;1;2;1; ; ;2;960
11712;62;1;2021;1;7;2;1;2;1; ; ;2;685
11771;3;1;2021;6;7;3;1;2;1; ; ;2;397
11771;5;1;2021;6;7;3;2;7;1; ; ;7;785
11771;6;1;2021;6;7;3;2;2;1; ; ;2;772
11771;9;1;2021;6;7;3;1;2;1; ; ;2;397
11771;13;1;2021;6;7;3;1;1;1; ; ;1;386
11771;19;1;2021;6;7;3;2;1;1; ; ;1;808
11771;23;1;2021;6;7;3;1;2;1; ; ;2;393
11771;24;1;2021;6;7;3;1;2;1; ; ;2;393
11771;31;1;2021;6;7;3;2;2;1; ; ;2;705
11867;5;1;2021;6;7;3;1;1;1; ; ;1;318
11867;6;1;2021;6;7;3;1;2;1; ; ;2;399
11867;7;1;2021;6;7;3;1;2;1; ; ;2;346
11867;10;1;2021;6;7;3;1;2;1; ; ;2;385
11867;13;1;2021;6;7;3;1;2;1; ; ;2;263
11867;15;1;2021;6;7;3;2;3;1; ; ;3;692
11867;16;1;2021;6;7;3;1;2;1; ; ;2;390
11867;17;1;2021;6;7;3;1;1;1; ; ;1;379
11867;24;1;2021;6;7;3;1;2;1; ; ;2;379
11867;35;1;2021;6;7;3;1;1;1; ; ;1;318
11997;2;1;2021;1;7;2;1;2;1; ; ;2;457
11997;3;1;2021;1;7;2;3;5;1; ; ;5;1484
11997;6;1;2021;1;7;2;2;1;1; ; ;1;759
11997;8;1;2021;1;7;2;1;2;1; ; ;2;512
11997;21;1;2021;1;7;2;2;2;1; ; ;2;950
11997;23;1;2021;1;7;2;1;2;1; ; ;2;535
11997;30;1;2021;1;7;2;2;1;1; ; ;1;1024
11997;34;1;2021;1;7;2;1;2;1; ; ;2;457
11997;37;1;2021;1;7;2;1;3;1; ; ;3;572
11997;41;1;2021;1;7;2;2;5;1; ; ;5;1145
12008;1;1;2021;6;7;3;1;2;1; ; ;2;594
12008;7;1;2021;6;7;3;1;1;1; ; ;1;768
12008;11;1;2021;6;7;3;1;2;1; ; ;2;382
12008;18;1;2021;6;7;3;1;2;1; ; ;2;507
12008;25;1;2021;6;7;3;1;2;1; ; ;2;594
12008;29;1;2021;6;7;3;1;2;1; ; ;2;555
12008;44;1;2021;6;7;3;1;1;1; ; ;1;594
12008;47;1;2021;6;7;3;1;2;1; ; ;2;382
12149;4;1;2021;6;7;3;2;2;1; ; ;2;435
12149;10;1;2021;6;7;3;1;2;1; ; ;2;217
12149;11;1;2021;6;7;3;1;1;1; ; ;1;299
12149;12;1;2021;6;7;3;1;1;1; ; ;1;259
12149;15;1;2021;6;7;3;1;2;1; ; ;2;296
12149;18;1;2021;6;7;3;1;2;1; ; ;2;299
12149;21;1;2021;6;7;3;3;4;1; ; ;4;864
12149;23;1;2021;6;7;3;2;1;1; ; ;1;435
12149;24;1;2021;6;7;3;1;2;1; ; ;2;299
12149;30;1;2021;6;7;3;1;1;1; ; ;1;283
12223;12;1;2021;1;7;2;2;2;1; ; ;2;994
12223;14;1;2021;1;7;2;1;1;1; ; ;1;388
12223;16;1;2021;1;7;2;1;2;1; ; ;2;547
12223;23;1;2021;1;7;2;1;1;1; ; ;1;530
12223;35;1;2021;1;7;2;2;11;2;2;1;2;821
12223;39;1;2021;1;7;2;1;2;1; ; ;2;372
12223;47;1;2021;1;7;2;1;2;1; ; ;2;486
12223;52;1;2021;1;7;2;3;3;1; ; ;3;1517
12223;62;1;2021;1;7;2;2;4;1; ; ;4;1170
12223;69;1;2021;1;7;2;1;1;1; ; ;1;486
12318;12;1;2021;6;7;3;1;1;1; ; ;1;460
12318;15;1;2021;6;7;3;1;2;1; ; ;2;460
12318;23;1;2021;6;7;3;1;2;1; ; ;2;503
12318;27;1;2021;6;7;3;1;2;1; ; ;2;518
12318;29;1;2021;6;7;3;1;2;1; ; ;2;531
12318;33;1;2021;6;7;3;1;2;1; ; ;2;460
12318;39;1;2021;6;7;3;1;1;1; ; ;1;884
12318;47;1;2021;6;7;3;1;1;1; ; ;1;386
12318;49;1;2021;6;7;3;1;1;1; ; ;1;386
12396;1;1;2021;6;7;3;1;2;1; ; ;2;261
12396;2;1;2021;6;7;3;1;1;1; ; ;1;263
12396;4;1;2021;6;7;3;1;1;1; ; ;1;399
12396;7;1;2021;6;7;3;1;2;1; ; ;2;379
12396;14;1;2021;6;7;3;2;3;1; ; ;3;771
12396;21;1;2021;6;7;3;1;2;1; ; ;2;318
12396;27;1;2021;6;7;3;2;3;1; ; ;3;771
12396;32;1;2021;6;7;3;1;2;1; ; ;2;261
12396;33;1;2021;6;7;3;1;2;1; ; ;2;318
12396;34;1;2021;6;7;3;1;2;1; ; ;2;346
12518;3;1;2021;1;7;2;1;2;1; ; ;2;1858
12518;5;1;2021;1;7;2;2;4;1; ; ;4;5604
12518;33;1;2021;1;7;2;1;1;1; ; ;1;2620
12518;56;1;2021;1;7;2;1;1;1; ; ;1;2239
12538;3;1;2021;6;7;3;1;1;1; ; ;1;706
12538;12;1;2021;6;7;3;3;6;1; ; ;6;2359
12538;22;1;2021;6;7;3;1;2;1; ; ;2;537
12538;25;1;2021;6;7;3;1;2;1; ; ;2;795
12538;27;1;2021;6;7;3;1;2;1; ; ;2;809
12538;41;1;2021;6;7;3;2;3;1; ; ;3;1573
12624;5;1;2021;1;7;2;1;1;1; ; ;1;624
12624;7;1;2021;1;7;2;1;1;1; ; ;1;527
12624;14;1;2021;1;7;2;2;1;1; ; ;1;997
12624;15;1;2021;1;7;2;2;2;1; ; ;2;1055
12624;17;1;2021;1;7;2;1;1;1; ; ;1;600
12624;29;1;2021;1;7;2;1;1;1; ; ;1;673
12624;37;1;2021;1;7;2;2;1;1; ; ;1;1202
12723;4;1;2021;6;7;3;1;2;1; ; ;2;374
12723;6;1;2021;6;7;3;1;1;1; ; ;1;383
12723;7;1;2021;6;7;3;1;2;1; ; ;2;251
12723;8;1;2021;6;7;3;1;2;1; ; ;2;251
12723;11;1;2021;6;7;3;1;2;1; ; ;2;374
12723;14;2;2021;6;7;3;1;2;1; ; ;2;363
12723;21;1;2021;6;7;3;1;1;1; ; ;1;370
12723;24;1;2021;6;7;3;1;2;1; ; ;2;332
12723;25;1;2021;6;7;3;1;2;1; ; ;2;279
12723;31;1;2021;6;7;3;2;2;1; ; ;2;779
12755;7;1;2021;1;7;2;1;1;1; ; ;1;677
12755;13;1;2021;1;7;2;1;1;1; ; ;1;579
12755;22;1;2021;1;7;2;2;4;1; ; ;4;1252
12755;28;1;2021;1;7;2;1;1;1; ; ;1;412
12755;32;1;2021;1;7;2;1;2;1; ; ;2;648
12755;39;1;2021;1;7;2;1;2;1; ; ;2;579
12755;47;1;2021;1;7;2;1;1;1; ; ;1;615
12755;58;1;2021;1;7;2;2;3;5;1;1;1;824
12868;3;1;2021;6;7;3;1;1;1; ; ;1;210
12868;5;1;2021;6;7;3;1;1;1; ; ;1;210
12868;7;1;2021;6;7;3;1;2;1; ; ;2;307
12868;13;1;2021;6;7;3;1;1;1; ; ;1;311
12868;16;1;2021;6;7;3;1;1;1; ; ;1;307
12868;17;1;2021;6;7;3;1;2;1; ; ;2;316
12868;19;1;2021;6;7;3;1;2;1; ; ;2;208
12868;27;1;2021;6;7;3;1;2;1; ; ;2;232
12868;30;1;2021;6;7;3;1;2;1; ; ;2;302
12868;32;1;2021;6;7;3;1;2;1; ; ;2;342
12969;3;1;2021;6;7;3;1;1;1; ; ;1;262
12969;7;1;2021;6;7;3;1;1;1; ; ;1;300
12969;8;1;2021;6;7;3;1;2;1; ; ;2;308
12969;9;1;2021;6;7;3;1;2;1; ; ;2;308
12969;10;1;2021;6;7;3;2;2;1; ; ;2;441
12969;15;1;2021;6;7;3;1;1;1; ; ;1;262
12969;21;1;2021;6;7;3;1;1;1; ; ;1;262
12969;24;1;2021;6;7;3;2;1;1; ; ;1;441
12969;29;1;2021;6;7;3;1;2;1; ; ;2;295
12969;30;1;2021;6;7;3;1;2;1; ; ;2;287
13020;6;1;2021;6;7;3;1;2;1; ; ;2;323
13020;13;1;2021;6;7;3;1;2;1; ; ;2;271
13020;16;1;2021;6;7;3;1;2;1; ; ;2;370
13020;18;1;2021;6;7;3;1;2;1; ; ;2;364
13020;26;1;2021;6;7;3;1;2;1; ; ;2;379
13020;27;1;2021;6;7;3;1;1;1; ; ;1;354
13020;28;1;2021;6;7;3;1;1;1; ; ;1;246
13020;31;1;2021;6;7;3;2;2;1; ; ;2;594
13020;32;1;2021;6;7;3;1;1;1; ; ;1;364
13174;10;1;2021;6;7;3;2;3;1; ; ;3;2684
13174;11;1;2021;6;7;3;1;1;1; ; ;1;1342
13174;17;1;2021;6;7;3;1;1;1; ; ;1;1413
13174;30;1;2021;6;7;3;1;1;1; ; ;1;1413
13174;42;1;2021;6;7;3;1;2;1; ; ;2;1342
13174;51;1;2021;6;7;3;1;1;1; ; ;1;1342
13174;64;1;2021;6;7;3;1;1;1; ; ;1;1357
13183;6;1;2021;6;7;3;2;3;1; ; ;3;894
13183;11;1;2021;6;7;3;2;1;1; ; ;1;651
13183;17;1;2021;6;7;3;2;4;1; ; ;4;1489
13183;18;1;2021;6;7;3;1;2;1; ; ;2;325
13183;20;1;2021;6;7;3;1;2;1; ; ;2;356
13183;23;1;2021;6;7;3;4;3;4;1;1;1;1302
13183;26;1;2021;6;7;3;1;1;1; ; ;1;387
13183;34;1;2021;6;7;3;1;2;1; ; ;2;447
13183;35;1;2021;6;7;3;1;2;1; ; ;2;387
13183;37;1;2021;6;7;3;1;2;1; ; ;2;744
13293;6;1;2021;1;7;2;2;2;1; ; ;2;900
13293;13;1;2021;1;7;2;1;1;1; ; ;1;450
13293;14;1;2021;1;7;2;1;1;1; ; ;1;450
13293;23;1;2021;1;7;2;1;1;1; ; ;1;542
13293;24;1;2021;1;7;2;1;1;1; ; ;1;542
13293;25;1;2021;1;7;2;1;1;1; ; ;1;469
13293;26;1;2021;1;7;2;1;1;1; ; ;1;450
13293;27;1;2021;1;7;2;1;1;1; ; ;1;542
13293;39;1;2021;1;7;2;1;1;1; ; ;1;469
13397;2;1;2021;6;7;3;1;1;1; ; ;1;333
13397;4;1;2021;6;7;3;1;2;1; ; ;2;333
13397;8;1;2021;6;7;3;1;2;1; ; ;2;465
13397;24;1;2021;6;7;3;1;1;1; ; ;1;465
13397;25;1;2021;6;7;3;1;1;1; ; ;1;364
13397;27;1;2021;6;7;3;1;1;1; ; ;1;458
13480;2;1;2021;6;7;3;1;1;1; ; ;1;579
13480;4;1;2021;6;7;3;1;2;1; ; ;2;375
13480;5;1;2021;6;7;3;1;2;1; ; ;2;541
13480;11;1;2021;6;7;3;1;2;1; ; ;2;570
13480;14;1;2021;6;7;3;1;1;1; ; ;1;550
13480;22;1;2021;6;7;3;1;1;1; ; ;1;570
13480;25;1;2021;6;7;3;1;1;1; ; ;1;550
13480;31;1;2021;6;7;3;1;1;1; ; ;1;373
13618;2;1;2021;6;7;3;1;1;1; ; ;1;453
13618;5;1;2021;6;7;3;1;2;1; ; ;2;330
13618;6;1;2021;6;7;3;1;2;1; ; ;2;460
13618;9;1;2021;6;7;3;1;2;1; ; ;2;595
13618;10;1;2021;6;7;3;1;1;1; ; ;1;393
13618;11;1;2021;6;7;3;1;2;1; ; ;2;442
13618;13;1;2021;6;7;3;1;2;1; ; ;2;460
13618;26;1;2021;6;7;3;1;1;1; ; ;1;298
13618;27;1;2021;6;7;3;1;2;1; ; ;2;453
13627;15;1;2021;1;7;2;1;1;1; ; ;1;654
13627;20;1;2021;1;7;2;2;1;1; ; ;1;1292
13627;21;1;2021;1;7;2;3;4;1; ; ;4;1873
13627;24;1;2021;1;7;2;1;1;1; ; ;1;675
13627;28;1;2021;1;7;2;1;1;1; ; ;1;599
13627;39;1;2021;1;7;2;1;2;1; ; ;2;459
13627;40;1;2021;1;7;2;1;1;1; ; ;1;646
13627;50;1;2021;1;7;2;3;3;1; ; ;3;2167
13627;64;1;2021;1;7;2;1;2;1; ; ;2;624
13627;68;1;2021;1;7;2;1;2;1; ; ;2;479
13696;3;1;2021;6;7;3;1;2;1; ; ;2;405
13696;4;1;2021;6;7;3;1;2;1; ; ;2;351
13696;10;1;2021;6;7;3;1;2;1; ; ;2;405
13696;12;1;2021;6;7;3;1;1;1; ; ;1;295
13696;14;1;2021;6;7;3;1;2;1; ; ;2;674
13696;17;1;2021;6;7;3;1;2;1; ; ;2;265
13696;22;1;2021;6;7;3;1;1;1; ; ;1;322
13696;29;1;2021;6;7;3;1;2;1; ; ;2;411
13696;30;1;2021;6;7;3;1;2;1; ; ;2;295
13696;32;1;2021;6;7;3;1;2;1; ; ;2;265
13767;5;1;2021;1;8;2;1;1;1; ; ;1;554
13767;6;1;2021;1;8;2;1;2;1; ; ;2;668
13767;9;1;2021;1;8;2;1;2;1; ; ;2;597
13767;16;1;2021;1;8;2;1;2;1; ; ;2;624
13767;30;1;2021;1;8;2;1;2;1; ; ;2;443
13767;36;1;2021;1;8;2;3;4;1; ; ;4;2003
13767;41;1;2021;1;8;2;2;2;4;1;1;1;1195
13767;55;1;2021;1;8;2;3;3;1; ; ;3;2003
13866;24;1;2021;1;8;2;1;2;1; ; ;2;1490
13866;25;1;2021;1;8;2;1;1;1; ; ;1;1689
13866;32;1;2021;1;8;2;1;2;1; ; ;2;1744
13866;38;1;2021;1;8;2;1;1;1; ; ;1;1548
13866;56;1;2021;1;8;2;2;4;1; ; ;4;3096
13896;2;1;2021;6;8;3;1;1;1; ; ;1;338
13896;3;1;2021;6;8;3;3;6;1; ; ;6;1014
13896;4;1;2021;6;8;3;1;2;1; ; ;2;303
13896;8;1;2021;6;8;3;1;1;1; ; ;1;350
13896;10;1;2021;6;8;3;1;2;1; ; ;2;350
13896;13;1;2021;6;8;3;2;2;1; ; ;2;664
13896;20;1;2021;6;8;3;1;2;1; ; ;2;350
13896;29;1;2021;6;8;3;1;2;1; ; ;2;356
13896;33;1;2021;6;8;3;3;2;1; ; ;2;1043
13896;35;1;2021;6;8;3;1;1;1; ; ;1;338
13897;4;1;2021;1;8;2;2;2;1; ; ;2;1182
13897;5;1;2021;1;8;2;1;2;1; ; ;2;572
13897;13;1;2021;1;8;2;3;2;1; ; ;2;1773
13897;41;1;2021;1;8;2;1;1;1; ; ;1;419
13897;45;1;2021;1;8;2;1;1;1; ; ;1;504
13897;48;1;2021;1;8;2;1;1;1; ; ;1;505
13897;50;1;2021;1;8;2;1;1;1; ; ;1;419
13897;58;1;2021;1;8;2;1;1;1; ; ;1;419
14086;2;1;2021;6;8;3;1;2;1; ; ;2;546
14086;7;1;2021;6;8;3;1;2;1; ; ;2;805
14086;15;1;2021;6;8;3;3;4;1; ; ;4;2170
14086;24;1;2021;6;8;3;1;2;1; ; ;2;835
14086;29;1;2021;6;8;3;1;2;1; ; ;2;1390
14086;30;1;2021;6;8;3;1;1;1; ; ;1;608
14179;12;1;2021;1;8;2;1;2;1; ; ;2;433
14179;14;1;2021;1;8;2;1;1;1; ; ;1;444
14179;16;1;2021;1;8;2;1;2;1; ; ;2;488
14179;18;1;2021;1;8;2;2;4;1; ; ;4;976
14179;35;1;2021;1;8;2;2;3;1; ; ;3;903
14179;37;1;2021;1;8;2;1;1;1; ; ;1;488
14179;38;1;2021;1;8;2;3;2;1; ; ;2;1249
14179;49;1;2021;1;8;2;1;2;1; ; ;2;433
14269;1;1;2021;6;8;3;1;2;1; ; ;2;353
14269;7;1;2021;6;8;3;1;2;1; ; ;2;233
14269;8;1;2021;6;8;3;1;2;1; ; ;2;337
14269;9;1;2021;6;8;3;1;2;1; ; ;2;337
14269;16;1;2021;6;8;3;1;1;1; ; ;1;308
14269;23;1;2021;6;8;3;1;2;1; ; ;2;337
14269;27;1;2021;6;8;3;1;2;1; ; ;2;308
14269;28;1;2021;6;8;3;1;1;1; ; ;1;337
14269;29;1;2021;6;8;3;2;1;1; ; ;1;935
14388;4;1;2021;1;9;2;2;2;1; ; ;2;735
14388;13;1;2021;1;9;2;1;1;1; ; ;1;406
14388;14;1;2021;1;9;2;2;2;1; ; ;2;701
14388;23;1;2021;1;9;2;3;3;1; ; ;3;1138
14388;26;1;2021;1;9;2;2;2;1; ; ;2;647
14388;30;1;2021;1;9;2;3;5;1; ; ;5;1052
14388;37;1;2021;1;9;2;3;1;1; ; ;1;972
14388;42;1;2021;1;9;2;1;1;1; ; ;1;323
14388;49;1;2021;1;9;2;2;3;1; ; ;3;673
14474;1;1;2021;1;9;2;2;1;2;2;1;2;496
14474;2;1;2021;1;9;2;2;1;1; ; ;1;465
14474;6;1;2021;1;9;2;1;1;1; ; ;1;182
14474;10;1;2021;1;9;2;1;2;1; ; ;2;219
14474;19;1;2021;1;9;2;1;2;1; ; ;2;156
14474;22;1;2021;1;9;2;3;3;1; ; ;3;768
14474;24;1;2021;1;9;2;1;2;1; ; ;2;248
14474;28;1;2021;1;9;2;1;1;1; ; ;1;256
14474;34;1;2021;1;9;2;1;2;1; ; ;2;245
14474;48;1;2021;1;9;2;1;1;1; ; ;1;233
14495;3;1;2021;6;9;3;1;2;1; ; ;2;272
14495;7;1;2021;6;9;3;2;1;1; ; ;1;549
14495;8;1;2021;6;9;3;2;3;1; ; ;3;847
14495;15;1;2021;6;9;3;1;1;1; ; ;1;303
14495;23;1;2021;6;9;3;1;2;1; ; ;2;417
14495;25;1;2021;6;9;3;1;2;1; ; ;2;423
14495;31;1;2021;6;9;3;4;8;1; ; ;8;1608
14495;38;1;2021;6;9;3;1;1;1; ; ;1;395
14495;39;1;2021;6;9;3;1;2;1; ; ;2;423
14628;2;1;2021;6;9;3;1;2;1; ; ;2;253
